14,旅館・ホテル,ホテル竜飛,青森県,東津軽郡外ヶ浜町,字三厩龍浜５４－２７４,,,０１７４－３８－２０１１,三厩観光開発株式会社,代表取締役　,杣谷徹也,青森県東地方保健所,2007-04-10,指令第４６号,41.257205,140.344146
15,旅館・ホテル,龍飛旅館,青森県,東津軽郡外ヶ浜町,字三厩中浜１１０,,,０１７４－３７－２６６６,株式会社龍飛観光,代表取締役　,栁谷晴夫,青森県東地方保健所,2013-04-26,指令第６４号,41.20467,140.426605
16,旅館・ホテル,民宿川端,青森県,東津軽郡今別町,大字今別字宮本１の１,,,０１７４－３５－３２５９,小野正則,,,青森県東地方保健所,1984-01-19,指令第１１８号,41.183979,140.487948
17,簡易宿所,海峡の家袰月,青森県,東津軽郡今別町,大字袰月字村下７０,,,０１７４－３６－２１６６,今別町,,,青森県東地方保健所,1995-06-30,指令第８６４号,41.221588,140.547075
18,簡易宿所,民宿　風の丘,青森県,東津軽郡今別町,大字山崎字山元７７番４,,,０１７４－３１－０８０６,千葉好通,,,青森県東地方保健所,2016-09-26,指令第１３７号,41.198484,140.511898
19,簡易宿所,いまべつ総合体育館,青森県,東津軽郡今別町,大字大川平字清川地内,,,０１７４－３１－０３５４,今別町,,,青森県東地方保健所,2018-06-25,指令第１０１号,,
20,簡易宿所,釣船一番星,青森県,東津軽郡今別町,大字浜名字二ツ石５－９,,,０８０－５５７６－０９９０,工藤哲也,,,青森県東地方保健所,2018-07-04,指令第１０５号,41.188508,140.450945
21,旅館・ホテル,北田旅館,青森県,東津軽郡外ヶ浜町,字平舘後田２８,,,０１７４－２５－２３１２,北田博,,,青森県東地方保健所,2018-08-07,指令第１１４号,41.159013,140.638731
22,旅館・ホテル,石場旅館,青森県,弘前市,大字元寺町５５,,,０１７２－３２－９１１８，９１１９,石場久子,,,青森県弘前保健所,1962-12-05,指令第８０２４号,40.605726,140.469946
23,旅館・ホテル,小堀旅館,青森県,弘前市,大字本町８９,,,０１７２－３２－５１１１,小堀喜代子,,,青森県弘前保健所,1982-03-09,指令第２７３号,40.601221,140.468638
24,旅館・ホテル,境関温泉,青森県,弘前市,大字境関字亥ノ宮８番地１,,,０１７２－２７－６１０６,株式会社フラッシュ,代表取締役,町田才之丞,青森県弘前保健所,2006-04-19,指令第１１７１号,40.612969,140.505977
25,旅館・ホテル,ホテルＺＥＮ,青森県,弘前市,大字泉野四丁目９－３,,,０１７２－８７－００２５,（有）光陽産業,代表取締役,大和田雅人,青森県弘前保健所,1970-08-25,指令第９１７号,40.576819,140.497391
26,旅館・ホテル,ホテルヴォヤージュ,青森県,弘前市,大字堀越字川合１１６－１,,,,（有）弘都観光開発,代表取締役,葛西寛幸,青森県弘前保健所,1971-11-27,指令第１３４５号,40.574204,140.518078
27,旅館・ホテル,民宿まつわ,青森県,弘前市,大字城東五丁目８－１３,,,０１７２－２８－２８２６,中川鈴子,,,青森県弘前保健所,1981-11-18,指令第１８６１号,40.59274,140.490685
28,旅館・ホテル,津軽の宿弘前屋,青森県,弘前市,大字駅前二丁目１－３,,,０１７２－３６－４１４１,相馬善一,,,青森県弘前保健所,2009-07-22,指令第１８６１号,40.600616,140.482607
29,旅館・ホテル,宮崎旅館,青森県,弘前市,大字大町２－１４－２,,,０１７２－３３－８７８７,宮崎桂護,,,青森県弘前保健所,1983-09-14,指令第１３７７号,40.594603,140.480977
30,旅館・ホテル,旅館三楽,青森県,弘前市,大字城東五丁目１５－４,,,０１７２－２７－０１３３,髙谷つま,,,青森県弘前保健所,1983-10-29,指令第１６１５号,40.590954,140.492876
31,旅館・ホテル,ホテルシンドバッド,青森県,弘前市,大字末広５－４－３,,,０１７２－２７－１０７７,株式会社ドットル,代表取締役,青木浩孝,青森県弘前保健所,2010-10-08,指令第２２４７号,40.60988,140.504374
32,旅館・ホテル,三世寺温泉旅館,青森県,弘前市,大字三世寺字鳴瀬１０３－１、１０４、１０１、１０２－１,,,０１７２－９５－２２７９,株式会社三上砕石,代表取締役,三上清一郎,青森県弘前保健所,1986-08-09,指令第１０６６号,40.659725,140.460165
33,旅館・ホテル,ビジネスホテル鶴林,青森県,弘前市,大字外崎一丁目１０－１１,,,０１７２－２７－４４８８,小林道雄,,,青森県弘前保健所,1989-01-12,指令第１７号,40.597698,140.49242
34,旅館・ホテル,ビジネスホテル庄苑,青森県,弘前市,大字田代町１３,,,０１７２－３５－０３３０,有限会社ビジネスホテル庄苑,,斎藤恭一,青森県弘前保健所,1989-03-13,指令第２９５号,40.60233,140.474243
35,旅館・ホテル,江戸川旅館,青森県,弘前市,大字本町９９,,,０１７２－３２－４０９２,蒔苗キミ,,,青森県弘前保健所,1990-08-01,指令第１０１７号,40.601549,140.468641
36,旅館・ホテル,（有）晃荘,青森県,弘前市,大字大町一丁目１２－２２,,,０１７２－３３－１１０１,有限会社晃荘,代表取締役,今玲子,青森県弘前保健所,1990-08-01,指令第１０１８号,40.596189,140.485132
37,旅館・ホテル,三世寺温泉ホテル,青森県,弘前市,大字三世寺字鳴瀬９９－１、１００、１５７－８、１５７－９、３２３、１０３－１、１０４、１０２－１、１０２－２,,,０１７２－９５－２６６２,株式会社三上砕石,代表取締役,三上清一郎,青森県弘前保健所,1991-06-29,指令第４０８号,,
38,旅館・ホテル,ムーンホテル,青森県,弘前市,大字境関一丁目４番地３,,,０１７２－２６－０６６６,株式会社山禄,代表取締役,村上隆明,青森県弘前保健所,1991-12-24,指令第１１１７号,40.611969,140.50649
39,旅館・ホテル,リゾートペンションミルキークラブ,青森県,弘前市,大字撫牛子二丁目１１番地１８,,,０１７２－３６－３６９１,有限会社ヴェルデ,取締役,遠藤公也,青森県弘前保健所,1992-07-31,指令第１０５８号,40.624755,140.493916
40,旅館・ホテル,ホテルブリックス,青森県,弘前市,大字大清水四丁目２－６,,,０１７２－３７－３３０２,株式会社翔栄,代表取締役,林紅美子,青森県弘前保健所,2010-12-24,指令第２５１４号,40.579258,140.493757
41,旅館・ホテル,旅館桂木荘,青森県,弘前市,大字城東二丁目７－３,,,０１７２－２６－４０７７,　西静,,,青森県弘前保健所,1994-07-08,指令第５９９号,40.597961,140.490629
42,旅館・ホテル,ホテルＵＳＡ,青森県,弘前市,大字末広五丁目７番地１,,,０１７２－２７－２８３３,有限会社クローバー・ヒロサキ,代表取締役,中村太平,青森県弘前保健所,1996-04-12,指令第３９１号,40.610174,140.505396
43,旅館・ホテル,ホテル風クラブ海が好き,青森県,弘前市,大字末広五丁目７番地,,,０１７２－２７－２８３３,有限会社クローバー・ヒロサキ,代表取締役,中村太平,青森県弘前保健所,1996-04-12,指令第３９２号,40.610086,140.505624
44,旅館・ホテル,ホテルふたりぼっち,青森県,弘前市,大字大清水一丁目１番地１、１番地２,,,０１７２－２９－２５６７,株式会社アクト,代表取締役,山崎英俊,青森県弘前保健所,2011-01-24,指令第１０５８号,,
45,旅館・ホテル,（有）石川温泉,青森県,弘前市,大字石川字川原田４－２,,,０１７２－９２－２７５２,（有）石川温泉,代表取締役,熊谷操,青森県弘前保健所,1996-09-20,指令第１０５４号,40.555946,140.539476
46,旅館・ホテル,インザホテル,青森県,弘前市,大字堀越字川合１８９－１,,,０１７２－２７－７７２１,（有）弘都観光開発,代表取締役,葛西寛幸,青森県弘前保健所,1996-12-24,指令第１４６０号,40.574834,140.518872
47,旅館・ホテル,ドラゴンリゾート弘前店,青森県,弘前市,大字駒越町８０,,,０１７２－３５－４２１１,有限会社コマゴシ企画,代表取締役,加納克巳,青森県弘前保健所,1999-07-27,指令第６０４号,40.608859,140.45065
48,旅館・ホテル,ホテルユーズ庵,青森県,弘前市,大字川先３－１５－２,,,０１７２－２９－１９１９,株式会社近代コーポレーション,代表取締役,大和田雅人,青森県弘前保健所,2004-01-28,指令第７８号,40.584788,140.490918
49,旅館・ホテル,ホテルGRAN　STAY　RESORT,青森県,弘前市,大字末広五丁目７番地１,,,０１７２－２７－２８３３,Eコーポレーション株式会社,代表取締役,宮崎壮史,青森県弘前保健所,2004-11-01,指令第９３２号,40.610174,140.505396
50,旅館・ホテル,ホテルGRAN　STAY　RESORT,青森県,弘前市,大字末広五丁目７番地１,,,０１７２－２７－２８３４,Eコーポレーション株式会社,代表取締役,宮崎壮史,青森県弘前保健所,2004-11-01,指令第９３３号,40.610174,140.505396
51,旅館・ホテル,星と森のロマントピア,青森県,弘前市,大字水木在家字桜井１１３－２,,,０１７２－８４－２２８８,一般財団法人星と森のロマントピア・そうま,理事長,成田満,青森県弘前保健所,2018-10-12,指令第１８８３号,40.571717,140.391035
52,旅館・ホテル,駅前ビジネスホテル,青森県,黒石市,大字一番町３１,,,,藤本忠,,,青森県弘前保健所,1975-07-29,指令第４６３号,40.647984,140.592962
53,旅館・ホテル,民宿ささき,青森県,黒石市,大字板留字宮下１４－１,,,０１７２－５４－８６０６,佐々木友幸,,,青森県弘前保健所,2018-08-21,指令第１７１３号,40.605875,140.683115
54,旅館・ホテル,民宿利兵衛,青森県,黒石市,大字温湯字鶴泉４３－２,,,０１７２－５４－８４１７,佐藤君江,,,青森県弘前保健所,1978-09-02,指令第６７９号,40.606899,140.667064
55,旅館・ホテル,かねさだ旅館,青森県,黒石市,大字袋字富田６６－５,,,０１７２－５４－８３７８,鳴海博,,,青森県弘前保健所,1980-10-03,指令第９８１号,40.605466,140.680413
56,旅館・ホテル,中村旅館,青森県,黒石市,浦町一丁目３３,,,０１７２－５２－２７２６,中村麗子,,,青森県弘前保健所,1981-09-28,指令第８７７号,40.643734,140.59725
57,旅館・ホテル,阿保民宿,青森県,黒石市,大字板留字宮下１３,,,０１７２－５４－８３５９,阿保勤,,,青森県弘前保健所,1982-01-27,指令第４２号,40.605966,140.683037
58,旅館・ホテル,青荷温泉,青森県,黒石市,大字沖浦字青荷沢滝ノ上１－７,,,０１７２－５４－８５８８,青荷温泉株式会社,代表取締役,長峰　徹吏,青森県弘前保健所,1982-07-20,指令第７３１号,40.57136,140.729604
59,旅館・ホテル,ホテルメイプル,青森県,黒石市,追子野木二丁目３３５－２、３３６,,,０１７２－５８－４６５５,有限会社宝栄興業,代表取締役,吉岡　洋平,青森県弘前保健所,2007-01-17,指令第２３１５号,40.638524,140.586327
60,旅館・ホテル,山賊館,青森県,黒石市,大字温湯字鶴泉６１,,,,後藤武美,,,青森県弘前保健所,1984-07-14,指令第５９６号,40.606696,140.666519
61,旅館・ホテル,飯塚旅館,青森県,黒石市,大字温湯字鶴泉６０,,,,飯塚幸子,,,青森県弘前保健所,1985-03-01,指令第１２５号,40.606688,140.66683
62,旅館・ホテル,長寿温泉松寿荘,青森県,黒石市,大字下山形字村下９７－１,,,,有限会社工藤ガソリン店,代表取締役,工藤誠一,青森県弘前保健所,1986-06-30,指令第４７３号,40.613968,140.657097
63,旅館・ホテル,有限会社富士見温泉,青森県,黒石市,富士見１２１,,,０１７２－５２－２６１３,有限会社富士見温泉,代表取締役,新岡常雄,青森県弘前保健所,2016-02-17,指令第１１５２号,40.665407,140.599077
64,旅館・ホテル,ホテルあずまし屋,青森県,黒石市,大字板留字宮下２３,,,０１７２－５４－８０２１,株式会社ツガルサイコー,代表取締役,福士拓弥,青森県弘前保健所,2017-02-24,指令第１２０９号,40.605428,140.683493
65,旅館・ホテル,「花禅の庄」,青森県,黒石市,大字袋字富山６４－２,,,０１７２－５４－８２２６,有限会社黒石観光ホテル,代表取締役,石澤照代,青森県弘前保健所,1993-06-02,指令第３８８号,40.605416,140.677302
66,旅館・ホテル,小さなお宿　南風館,青森県,黒石市,大字袋字富田６３－２３,,,０１７２－５４－２５２８,髙橋遵司,,,青森県弘前保健所,1993-09-10,指令第６１５号,40.605964,140.67964
67,旅館・ホテル,ホテルJクラブ,青森県,黒石市,大字浅瀬石字桜田２６０、２６１、２６２、２６３－１、２６３－２、２６３－３,,,０１７２－５３－５０９１,有限会社タカラハウジング,代表取締役,渡久地正堅,青森県弘前保健所,1994-04-27,指令第３０１号,,
68,旅館・ホテル,ビジネスホテル黒石タカラ温泉,青森県,黒石市,大字浅瀬石字村上３１１－１、３１２,,,０１７２－５３－０４７４,（有）タカラボーリング工業,代表取締役,成田清孝,青森県弘前保健所,1996-06-20,指令第４８０号,40.627504,140.611184
69,旅館・ホテル,ＪクラブⅡ,青森県,黒石市,大字浅瀬石字桜田３１２、３１３,,,０１７２－５３－５６７７,有限会社タカラハウジング,代表取締役,渡久地正堅,青森県弘前保健所,2002-02-02,指令第１６５１号,40.623549,140.618717
70,旅館・ホテル,森のあかり,青森県,黒石市,大字板留字長坂下１７－１,,,０１７２－５４－８０２８,株式会社ツガルサイコー,代表取締役,福士収蔵,青森県弘前保健所,2014-09-24,指令第１９６９号,40.605539,140.684612
71,旅館・ホテル,ふじ崎旅館,青森県,南津軽郡藤崎町,大字西豊田二丁目１－１,,,０１７２－７５－６０００,大谷信吾,,,青森県弘前保健所,1991-04-25,指令第２３２号,40.65561,140.504658
72,旅館・ホテル,ホテルスパ愛ランド,青森県,南津軽郡田舎館村,大字堂野前字前川原２４８－５０,,,０１７２－５８－４２８０,有限会社オフィス・ティ・ティ,取締役,大和田雅人,青森県弘前保健所,1982-06-30,指令第６４１号,40.650391,140.566836
73,旅館・ホテル,平川温泉,青森県,南津軽郡田舎館村,大字大袋字樋田３,,,０１７２－５８－２１６０,株式会社平川温泉,代表取締役,成田孝洋,青森県弘前保健所,1986-08-06,指令第６５８号,40.618416,140.516314
74,旅館・ホテル,南田温泉,青森県,平川市,町居南田１６６－３,,,０１７２－４４－３７１１,（株）アップルランド南田温泉,代表取締役,葛西綾子,青森県弘前保健所,1972-07-20,指令第４９５号,40.587893,140.570069
75,旅館・ホテル,アップルランド南田温泉,青森県,平川市,小和森上田川１４,,,０１７２－４４－３７１１,（株）アップルランド南田温泉,代表取締役,葛西綾子,青森県弘前保健所,1975-12-26,指令第１０４１号,40.588757,140.57068
76,旅館・ホテル,ホテルアップルランド東館・花館,青森県,平川市,小和森上田川２３－６,,,０１７２－４４－３７１１,（株）アップルランド南田温泉,代表取締役,葛西綾子,青森県弘前保健所,1996-04-18,指令第３０２号,40.588624,140.570636
77,旅館・ホテル,松崎温泉,青森県,平川市,大字松崎西田２７番１,,,０１７２－４４－８５２１,株式会社ヤマケン,,工藤恵慈,青森県弘前保健所,2010-04-22,指令第１５９２号,40.594042,140.533225
78,旅館・ホテル,大坊保養センター,青森県,平川市,大坊竹内２８－１,,,０１７２－４４－２２４５,株式会社大坊保養センター,代表取締役,成田司,青森県弘前保健所,2006-11-09,指令第２１０８号,40.571305,140.542461
79,旅館・ホテル,柏木温泉,青森県,平川市,柏木町柳田２２７－２,,,０１７２－４４－７６００,下山恵智子,,,青森県弘前保健所,1983-11-10,指令第１１９８号,40.5797,140.559837
80,旅館・ホテル,温川山荘,青森県,平川市,切明津根川森１－３２,,,０１７２－８８－７８４８,株式会社グリーンエアポート,代表取締役,福地隆史,青森県弘前保健所,2017-09-29,指令第２０６９号,40.515125,140.785935
81,旅館・ホテル,若葉荘,青森県,平川市,碇ヶ関大落前７９,,,,尾崎定一,,,青森県弘前保健所,1969-12-25,指令第２２９４号,40.460257,140.644069
82,旅館・ホテル,古遠部温泉,青森県,平川市,碇ヶ関西碇ヶ関山１－４６７,,,０１７２－４６－２５３３,木村達夫,,,青森県弘前保健所,1991-05-29,指令第３３０号,40.430547,140.668827
83,旅館・ホテル,なりや温泉有限会社,青森県,平川市,碇ヶ関西碇ヶ関山国有林内第１６林班,,,０１７２－４５－２２２８,なりや温泉有限会社,代表取締役,成田ミサ,青森県弘前保健所,1994-03-31,指令第２２０号,,
84,旅館・ホテル,モーテル１０２,青森県,平川市,新山早稲田１５－１,,,０１７２－５７－２２１１,村田迪也,,,青森県弘前保健所,1970-04-14,指令第２５６号,40.623668,140.534079
85,旅館・ホテル,津軽おのえ温泉　日帰り宿　福家,青森県,平川市,新屋町道ノ下３５－５,,,０１７２－５５－０２００,タグボート株式会社,代表取締役,水口清人,青森県弘前保健所,2016-09-30,指令第２３５２号,40.6044,140.567282
86,旅館・ホテル,久七温泉客舎,青森県,南津軽郡大鰐町,大字大鰐字大鰐１０８－２,,,０１７２－４８－２８２２,二川原富士子,,,青森県弘前保健所,1987-09-21,指令第７２９号,40.519973,140.572257
87,旅館・ホテル,福士館,青森県,南津軽郡大鰐町,大字大鰐字大鰐１６８,,,０１７２－４８－３１５１,福士博三,,,青森県弘前保健所,1958-05-28,指令第４０３３号,40.519906,140.572721
88,旅館・ホテル,ニュー銀水,青森県,南津軽郡大鰐町,大字大鰐字大鰐１２５,,,０１７２－４９－２４５０,株式会社鈴木総合管理事務所,代表取締役,鈴木伸幸,青森県弘前保健所,2001-07-06,指令第２４０号,40.520512,140.573571
89,旅館・ホテル,まる富,青森県,南津軽郡大鰐町,大字大鰐字湯野川原１０１－２８,,,,三橋貞子,,,青森県弘前保健所,1968-05-17,指令第４７７号,40.519137,140.576601
90,旅館・ホテル,ペンションマリオネット,青森県,南津軽郡大鰐町,大字大鰐字上牡丹森９５－２５,,,０１７２－４７－５５３３,八木橋順,,,青森県弘前保健所,2002-04-12,指令第２５７号,40.513835,140.56893
91,旅館・ホテル,国民宿舎おおわに山荘,青森県,南津軽郡大鰐町,大字大鰐字出張沢１１－５９,,,０１７２－４８－２２０５,大鰐町,,,青森県弘前保健所,1971-11-13,指令第８８１号,40.508424,140.570286
92,旅館・ホテル,昇泉閣紅葉館,青森県,南津軽郡大鰐町,大字大鰐字大鰐１７１－１,,,０１７２－４８－３２３１,株式会社紅葉館,代表取締役,太田收,青森県弘前保健所,1976-08-18,指令第６８３号,40.519856,140.57259
93,旅館・ホテル,星のリゾート界津軽,青森県,南津軽郡大鰐町,大字大鰐字上牡丹森３６－１,,,０１７２－４７－５８００,有限会社錦永,取締役,角弓弦,青森県弘前保健所,2003-04-30,指令第６７３号,40.511816,140.574191
94,旅館・ホテル,正観湯温泉,青森県,南津軽郡大鰐町,大字長峰字九十九森１３５－１,,,０１７２－４８－３０００,有限会社正観湯,代表取締役,横山紀子,青森県弘前保健所,1979-12-26,指令第１４１１号,40.511265,140.610651
95,旅館・ホテル,赤湯,青森県,南津軽郡大鰐町,大字大鰐字大鰐１３１－１、１２９－３,,,,二川原より子,,,青森県弘前保健所,1980-12-10,指令第１２１８号,40.520148,140.573649
96,旅館・ホテル,障害者更生センターおおわに山荘,青森県,南津軽郡大鰐町,大字大鰐字出張沢１１－５９,,,０１７２－４８－２２０５,大鰐町,,,青森県弘前保健所,1982-10-28,指令第１２３９号,40.508424,140.570286
97,旅館・ホテル,畑山温泉民宿,青森県,南津軽郡大鰐町,大字大鰐字大鰐１３２－１,,,０１７２－４８－２０３１,畑山司郎,,,青森県弘前保健所,1988-07-26,指令第６３３号,40.520023,140.573626
98,旅館・ホテル,きしもと旅館,青森県,南津軽郡大鰐町,大字大鰐字大鰐８６－１,,,０１７２－４８－３２６７,岸元勝二,,,青森県弘前保健所,2008-10-30,指令第１７１７号,40.51997,140.57126
99,旅館・ホテル,不二やホテル,青森県,南津軽郡大鰐町,大字蔵館字川原田６３,,,０１７２－４８－３２２１,株式会社フジコーポレーション,代表取締役,杉山暁子,青森県弘前保健所,2001-04-20,指令第１３７号,40.520915,140.577601
100,旅館・ホテル,椿の湯　玉川客舎,青森県,南津軽郡大鰐町,大字大鰐字湯野川原１８－１,,,０１７２－４８－２７２０,玉川徹,,,青森県弘前保健所,2001-06-07,指令第１９７号,40.520162,140.574043
101,旅館・ホテル,富士見荘,青森県,弘前市,大字百沢字高田８１,,,０１７２－８３－２２１１,三浦　康一,,,青森県弘前保健所,1963-04-19,指令第３０３９号,40.619063,140.343731
102,旅館・ホテル,赤格子館,青森県,弘前市,大字常盤野字湯ノ沢２１,,,０１７２－８３－２７３４,中畑稲城,,,青森県弘前保健所,1982-06-09,指令第９１５号,40.630196,140.268825
103,旅館・ホテル,岩木温泉旅館,青森県,弘前市,大字百沢字寺沢１６－９,,,０１７２－８３－２１１１,岩木温泉（株）,代表取締役,西一美,青森県弘前保健所,1960-05-18,指令第３１７０号,40.620274,140.342881
104,旅館・ホテル,岩木青少年スポーツセンター,青森県,弘前市,大字常盤野字湯段萢１－２,,,０１７２－８３－２３３８,公益財団法人青森県スポーツ協会,,,青森県弘前保健所,1975-07-03,指令第８８５号,40.626549,140.264915
105,旅館・ホテル,髙原荘,青森県,弘前市,大字百沢字寺沢１７８－１１,,,０１７２－８３－２２０６,成田誠,,,青森県弘前保健所,1974-12-03,指令第１４８０号,40.619448,140.338609
106,旅館・ホテル,西澤旅館,青森県,弘前市,大字常盤野字湯の沢１５,,,０１７２－８３－２９２１,西澤紀美,,,青森県弘前保健所,1981-12-04,指令第１９７９号,40.630257,140.267617
107,旅館・ホテル,ゆだんの宿,青森県,弘前市,大字常盤野字湯段萢８,,,０１７２－８３－２１４９,柴田勝二,,,青森県弘前保健所,1960-04-20,指令第２５７４号,40.62696,140.252119
108,旅館・ホテル,三本柳温泉,青森県,弘前市,大字百沢字温湯７,,,０１７２－８３－２５０８,佐藤正文,,,青森県弘前保健所,1951-08-10,指令第２５１８号,40.610089,140.346978
109,旅館・ホテル,ペンションワンダーランド,青森県,弘前市,大字常盤野字黒森１２－５,,,０１７２－８３－２６７０,高田敏幸,,,青森県弘前保健所,1984-04-13,指令第４９５号,40.631656,140.258182
110,旅館・ホテル,(株）百沢温泉,青森県,弘前市,大字百沢字寺沢２９０－３,,,０１７２－８３－２２２６,（株）百沢温泉,代表取締役,岡田慶郎,青森県弘前保健所,1985-05-04,指令第７３０号,40.620154,140.339434
111,旅館・ホテル,ニュー桜旅館,青森県,弘前市,大字賀田二丁目１０－１,,,０１７２－８２－５５３１,株式会社桜温泉,代表取締役,前田清津子,青森県弘前保健所,1986-07-22,指令第９９３号,40.614999,140.416894
112,旅館・ホテル,ペンション・ル・カルフール,青森県,弘前市,大字百沢字東岩木山１８５０－１２,,,０１７２－８３－２３２４,田村義夫,,,青森県弘前保健所,1987-12-28,指令第１９７６号,40.620218,140.328946
113,旅館・ホテル,嶽ホテル,青森県,弘前市,大字常盤野字湯の沢２８－１,,,０１７２－８３－２０４５,萢中秀雄,,,青森県弘前保健所,1988-07-21,指令第１１４２号,40.629251,140.269075
114,旅館・ホテル,山のホテル,青森県,弘前市,大字常盤野字湯の沢１９,,,０１７２－８３－２３２９,有限会社山のホテル,取締役,赤石芳江,青森県弘前保健所,1988-09-10,指令第１４３２号,40.630193,140.268425
115,旅館・ホテル,津軽岩木山温泉,青森県,弘前市,大字百沢字東岩木山１４－２、１４－１、１４－４、１４－５,,,０１７２－９３－２２２２,有限会社津軽岩木山温泉,,,青森県弘前保健所,1989-01-31,指令第１２０号,,
116,旅館・ホテル,小島旅館,青森県,弘前市,大字常盤野字湯の沢２０,,,０１７２－８３－２１３０,有限会社小島旅館,代表取締役,小嶋庸平,青森県弘前保健所,1991-12-19,指令第１１１２号,40.630173,140.268589
117,旅館・ホテル,旅館山陽,青森県,弘前市,大字百沢字寺沢１６２,,,０１７２－８３－２０３５,有限会社旅館山陽,,太田陽子,青森県弘前保健所,1991-12-26,指令第１１６５号,40.619549,140.342525
118,旅館・ホテル,田沢旅館,青森県,弘前市,大字常盤野字湯の沢１０,,,０１７２－８３－２７５２,田沢　範雄,,,青森県弘前保健所,1996-04-24,指令第５３８号,40.629718,140.268053
119,旅館・ホテル,清明館,青森県,弘前市,大字百沢字寺沢１６３－２、４、７,,,０１７２－８３－２１６５,坂本桂子,,,青森県弘前保健所,1999-06-02,指令第４６８号,40.619926,140.343081
120,旅館・ホテル,アソベの森いわき荘,青森県,弘前市,大字百沢字寺沢２８－２９,,,０１７２－８３－２２１５,一般財団法人岩木振興公社,,對馬壽幸,青森県弘前保健所,2000-05-18,指令第２０７号,40.620682,140.334057
121,旅館・ホテル,温泉旅館中野,青森県,弘前市,大字百沢字高田８０,,,０１７２－８３－２３４５,中野邦夫,,,青森県弘前保健所,2006-12-28,指令第２２８５号,40.619138,140.343406
122,旅館・ホテル,ブナの里　白神館,青森県,中津軽郡西目屋村,大字田代字神田５８,,,０１７２－８５－３０１１,一般財団法人ブナの里白神公社,理事長,関和典,青森県弘前保健所,1999-03-23,指令第２０５号,40.578527,140.300293
123,旅館・ホテル,やすらぎの館,青森県,中津軽郡西目屋村,大字村市字稲葉２１３－１，２１３－３,,,０１７２－８５－３１１３,一般財団法人ブナの里白神公社,理事長,関和典,青森県弘前保健所,2000-03-30,指令第１０２号,40.549188,140.272183
124,旅館・ホテル,有限会社板柳温泉,青森県,北津軽郡板柳町,大字福野田字実田４７－１３,,,０１７２－７３－２１５１,有限会社板柳温泉,,村上しゅん,青森県弘前保健所,1971-06-08,指令第３１６号,40.697368,140.460562
